1; 0.000000; 0.000000
2; 0.310281; 0.093224
3; 0.620561; 0.338133
4; 0.930842; 0.643401
5; 1.241123; 0.895196
6; 1.551403; 0.999624
7; 1.861684; 0.917744
8; 2.171965; 0.680089
9; 2.482246; 0.375280
10; 2.792526; 0.116978
11; 3.102807; 0.001504
12; 3.413088; 0.071916
13; 3.723368; 0.301959
14; 4.033649; 0.605851
15; 4.343930; 0.870271
16; 4.654210; 0.996619
17; 4.964491; 0.937780
18; 5.274772; 0.715694
19; 5.585052; 0.413177
20; 5.895333; 0.143036
21; 6.205614; 0.006005
22; 6.515895; 0.053183
23; 6.826175; 0.266977
24; 7.136456; 0.567664
25; 7.446737; 0.843120
26; 7.757017; 0.990627
27; 8.067298; 0.955182
28; 8.377579; 0.750002
29; 8.687859; 0.451596
30; 8.998140; 0.171241
31; 9.308421; 0.013478
32; 9.618701; 0.037137
33; 9.928982; 0.233396
34; 10.239263; 0.529070
35; 10.549544; 0.813904
36; 10.859824; 0.981685
37; 11.170105; 0.969847
38; 11.480386; 0.782805
39; 11.790666; 0.490307
40; 12.100947; 0.201423
41; 12.411228; 0.023877
42; 12.721508; 0.023875
43; 13.031789; 0.201419
44; 13.342070; 0.490302
45; 13.652350; 0.782801
46; 13.962631; 0.969845
47; 14.272912; 0.981686
48; 14.583192; 0.813908
49; 14.893473; 0.529076
50; 15.203754; 0.233400
51; 15.514035; 0.037139
52; 15.824315; 0.013477
53; 16.134596; 0.171237
54; 16.444877; 0.451591
55; 16.755157; 0.749997
56; 17.065438; 0.955180
57; 17.375719; 0.990628
58; 17.685999; 0.843123
59; 17.996280; 0.567669
60; 18.306561; 0.266982
61; 18.616841; 0.053185
62; 18.927122; 0.006004
63; 19.237403; 0.143032
64; 19.547684; 0.413172
65; 19.857964; 0.715689
66; 20.168245; 0.937777
67; 20.478526; 0.996620
68; 20.788806; 0.870275
69; 21.099087; 0.605856
70; 21.409368; 0.301964
71; 21.719648; 0.071919
72; 22.029929; 0.001503
73; 22.340210; 0.116975
74; 22.650490; 0.375275
75; 22.960771; 0.680084
76; 23.271052; 0.917741
77; 23.581333; 0.999624
78; 23.891613; 0.895199
79; 24.201894; 0.643406
80; 24.512175; 0.338138
81; 24.822455; 0.093227
